SalePrice,LotArea,OverallCond,YearBuilt,TotalBsmtSF,LivingArea
318000,12030,5,2007,1694,3388
322400,11825,5,2006,1694,3388
318000,12085,5,2007,1734,3468
345474,14333,5,2007,2108,4230
415298,14450,5,2006,2121,4242
492000,13641,5,2007,1934,4590
338931,13440,5,2006,1108,3658
450000,15431,5,2005,1994,4040
280000,14154,5,2006,1063,3235
479069,13891,5,2007,2552,5104
395000,14226,5,2006,1935,3908
380000,13693,5,2006,2153,4796
250000,11428,5,2006,1626,3260
440000,14977,5,2006,1976,3952
418000,13654,5,2005,1704,4462
500067,17169,5,2007,2320,4610
260116,16659,5,2007,1582,3734
317000,9591,5,2004,1143,3616
319500,9709,5,2007,918,3018
325624,10562,5,2007,1582,3743
372000,13615,5,2006,1802,3604
342000,13069,5,2004,1706,4662
354000,12099,5,2004,1136,3604
350000,14277,5,2003,1317,3702
285000,11999,5,2003,1181,3555
281500,12568,5,2007,895,2713
245700,9926,5,2005,1614,3228
232698,9254,5,2005,1721,3442
250000,10732,5,2006,1298,3126
194700,7577,5,2005,1362,2724
204000,3901,5,2005,1302,2604
2.00E+05,3903,5,2005,1302,2604
207000,6289,5,2005,1362,2724
209500,4590,5,2006,1554,3108
209500,4590,5,2006,1554,3108
202500,6442,5,2006,1370,2740
280000,7841,5,2005,1577,3154
277500,7313,5,2005,1561,3122
318061,7820,5,2007,1869,3738
221370,6240,5,2006,1324,2648
2.00E+05,3242,5,2003,1405,2810
181755,15810,5,2007,768,2264
176000,10237,5,2005,768,2304
178900,10237,5,2005,783,2267
168165,13204,5,2006,608,2066
171925,8857,5,2006,738,2233
198444,9729,5,2006,698,2444
203000,12216,5,2005,1326,2652
179540,9018,5,2007,728,2184
176485,8993,5,2007,1302,2604
181134,8899,5,2007,1340,2680
156932,8499,5,2006,616,2028
166000,8229,5,2007,752,2256
177594,7713,5,2007,728,2184
173500,7697,6,2007,1246,2504
172500,3922,5,2006,1258,2516
194201,3922,5,2006,1258,2660
226500,3621,5,2003,1406,2995
185485,3710,5,2007,1266,2532
259000,14572,5,2004,1530,3060
188500,16219,5,2004,835,1954
175000,11084,5,2004,384,1758
215000,11796,5,2004,847,2806
206580,10936,5,2006,1510,3035
183500,8244,5,2004,840,2560
165500,11950,5,2003,384,1778
211000,7875,5,2003,847,2795
181000,8063,5,2000,924,2614
219500,8740,5,2002,854,2849
175000,7917,5,1999,953,2600
170000,9967,5,2000,384,1814
162000,7750,5,2003,660,1980
187000,9487,5,2000,915,2605
185000,9649,5,1999,941,2585
745000,15623,5,1996,2396,6872
384500,12191,5,1997,1779,4330
248000,11000,5,2000,969,3254
466500,11400,5,2001,2633,5266
410000,10557,5,1998,1408,4486
322500,11002,5,1998,1389,3971
252000,10790,5,1998,1066,3451
755000,21535,6,1994,2444,6760
269790,9920,5,1996,1117,3130
315750,11787,5,1996,1379,3777
290000,9950,5,1995,1203,3723
290000,12257,5,1995,1318,3849
430000,12692,5,1992,3200,6428
263000,11762,5,1992,1105,3307
330000,9044,5,1996,1325,3863
213133,9910,6,2007,1369,2738
260261,11830,5,2007,1542,3084
320000,11670,5,2006,1905,3810
282922,15256,5,2007,1485,2949
215000,10612,5,2006,1524,3058
419005,12291,5,2007,1966,3932
255000,13501,5,2006,1623,3259
147000,9986,5,2006,1795,3590
235876,9965,5,2007,1528,3056
311872,9416,5,2007,1726,3452
248328,9849,6,2007,1689,3378
227000,10000,5,2006,1588,3176
260000,8847,5,2005,1538,3076
225000,9158,5,2007,1496,2992
249000,8251,5,2005,1494,3000
307000,10084,5,2004,1686,3380
250000,9605,5,2006,982,2959
221300,8778,5,2006,1302,3132
208900,8640,5,2007,1338,2676
210400,9000,5,2006,1335,2670
255000,8640,5,2007,896,2688
212109,10411,5,2007,725,2313
270000,9000,5,2006,1088,3047
303477,9000,5,2007,1184,3794
310013,12217,5,2007,955,2835
249700,11096,5,2006,1656,3312
227875,10207,6,2007,874,2635
261329,10440,5,2007,1574,3158
253000,11824,5,2006,1685,3370
265000,10625,5,2004,1158,3601
340000,11143,5,2004,1580,4046
146000,7500,5,2006,1100,2200
147000,7500,5,2006,1143,2286
149000,12450,5,2003,1094,2188
181000,7441,5,2006,1461,2947
201000,8462,5,1994,928,2649
191750,11613,5,1993,864,2684
179000,8450,5,2000,1349,2698
215000,16196,5,1998,1482,2976
179200,8012,5,1992,1575,3150
128000,8012,5,1980,630,1896
144000,9180,7,1983,840,1724
144000,8400,5,1977,0,2020
120750,6285,5,1977,894,1788
132500,8480,6,1963,970,1940
132000,7420,5,1962,1057,2114
132500,7758,7,1962,999,1998
129000,6970,5,1961,1040,2160
143900,13673,5,1962,1140,2836
145000,7476,7,1968,1040,2080
128500,9945,5,1961,988,1976
125500,6173,6,1967,876,1778
3.00E+05,19522,5,1990,1223,3726
294000,17542,7,1974,1192,3359
129000,10751,5,1974,1037,2074
171000,16647,5,1975,1390,3091
147000,12712,7,1973,1044,2099
302000,9572,5,1990,1453,4263
285000,10678,5,1992,1683,4555
214000,4379,5,2004,1378,2756
166000,3523,5,2006,1141,2292
193800,3784,5,2006,1511,3076
208900,4230,5,2006,1352,2704
194000,3606,5,2006,1352,2704
207500,5330,5,2006,1550,3100
199900,4274,5,2006,1241,2482
164700,4251,5,2006,625,1875
176500,2280,5,1999,744,2245
176000,3230,5,1999,729,2187
168500,2117,5,2000,756,2268
177000,2117,5,2000,756,2329
177000,2117,5,2000,756,2281
148800,5105,5,2004,551,1653
174000,2645,5,1999,776,2217
239000,7399,5,1997,975,2925
204000,7321,5,1999,1339,2697
301000,8010,5,2003,1054,3102
312500,8413,5,1998,1220,3582
279700,9466,5,1994,1494,2988
255000,12000,6,1980,2002,4364
194000,16157,7,1978,1360,2792
218000,10768,8,1976,1437,2874
213750,3840,6,1978,1057,2352
187000,9600,7,1976,528,2383
181500,9600,8,1976,1262,2524
373000,17778,5,1981,2461,4958
190000,18890,5,1977,1361,3981
226000,7050,5,2001,1057,2986
143450,11700,6,1968,912,2064
240050,8000,6,1970,1008,3419
162500,8723,6,1969,973,2055
164000,11700,5,1968,1295,2590
185000,11358,7,1972,1124,2734
188500,9547,6,1993,1594,3188
255000,10530,6,1993,1148,3223
136905,11500,6,1976,1680,3360
158500,10738,7,1966,1093,2186
175500,9600,6,1973,1242,2484
127000,10800,5,1963,1052,2104
127000,8050,6,1967,949,2056
143000,10355,5,1967,1214,2428
156000,10289,7,1965,1073,2146
144000,9503,5,1958,1024,2368
119000,10624,4,1964,1728,3456
103000,10899,5,1964,0,1224
139900,12342,5,1960,978,2400
151500,12772,8,1960,958,1916
126500,8892,5,1960,1065,2130
145000,10482,8,1958,588,1726
120000,7535,7,1958,912,1824
124000,7450,5,1956,894,1968
106500,8339,7,1959,0,882
140500,14357,5,1961,864,2051
137500,8243,7,1961,964,1928
117600,8680,7,1960,894,1788
163500,8800,6,1966,1174,2374
161000,9200,5,1965,1042,2084
158000,9350,7,1964,1302,2604
224500,8800,7,1964,845,2999
147000,11382,5,1964,1130,2504
2.00E+05,22002,7,1959,1592,3244
181900,14585,6,1960,1144,2573
150750,7388,6,1959,1063,2390
101800,9842,5,1962,0,1224
124000,8280,5,1950,932,1864
138500,12172,7,1940,822,1730
39300,5000,3,1946,0,334
64500,5000,3,1946,666,1332
64000,3500,5,1945,370,1040
112000,5175,8,1958,808,1616
165000,9500,6,1964,816,2793
144000,9600,6,1955,1078,2228
137000,11345,5,1948,928,2848
105000,9492,5,1941,768,2144
146500,9480,7,1942,728,2372
126000,8668,5,1968,1560,3120
175000,10050,6,1966,793,2073
158500,9600,5,1961,1218,2472
114500,10150,5,1958,912,1824
144000,11344,5,1958,874,2398
129000,18450,5,1965,1021,3401
141000,8760,7,1957,936,1872
131000,6860,6,1956,1008,2016
142100,8250,7,1963,1053,2106
139000,8176,6,1958,1056,2112
157900,9750,6,1958,1442,2884
139400,9250,7,1954,1056,2112
150000,11988,6,1957,1244,2488
120000,9100,5,1960,1144,2288
174850,9736,6,1957,1331,3052
116000,9770,5,1957,922,1844
135000,10152,5,1956,1048,2096
163500,12155,3,1970,1657,3314
130000,12198,6,1955,1204,2615
129500,10050,5,1955,1216,2432
142000,11556,9,1953,864,2018
128600,8078,5,1958,1560,3120
125000,10950,6,1952,948,1896
136000,7942,7,1953,1040,2080
134500,8923,7,1953,1008,2016
127000,8540,8,1956,925,1850
130000,7134,5,1955,384,1744
115000,7150,4,1955,1190,2730
116900,8400,5,1955,923,1848
132000,13300,7,1956,928,1856
153000,9532,6,1953,1105,2752
112500,15783,5,1952,924,1848
138000,14190,7,1890,925,2469
135000,9600,7,1949,845,1738
156000,12099,6,1953,1216,2432
301600,21281,4,1935,666,3752
109000,10134,6,1940,735,1769
103200,5500,6,1956,882,1764
128500,10284,7,1925,1151,2432
64500,10800,6,1927,656,1624
148000,10800,9,1895,736,2270
86000,5400,6,1920,691,1382
172000,10090,5,1963,725,2376
120000,8700,7,1961,920,1808
128500,8300,6,1968,952,1904
135000,11606,5,1969,1040,3120
122900,8064,7,1949,672,1596
119200,11664,5,1948,1082,2164
143000,10496,6,1949,1040,2886
119000,7200,7,1950,876,1864
102000,7200,3,1950,864,2102
129000,7200,8,1950,864,1728
135000,7000,7,1960,1010,2144
152000,7500,7,1959,1040,2080
140000,7315,6,1958,1170,2340
152000,7903,5,1960,1242,2484
156500,8000,5,1960,1377,2754
141000,8000,4,1961,1800,3600
99000,7000,6,1961,0,925
187000,9760,8,1964,822,2673
169500,7590,5,1962,864,2676
125500,6600,5,1962,864,1728
130000,6760,5,1962,896,1832
103000,6978,7,1926,850,1810
132000,9600,7,1910,264,1696
127500,6000,6,1927,845,2141
89500,4480,5,1922,1022,2044
140000,7200,5,1980,936,1872
99900,3153,6,1920,967,1934
1.00E+05,10800,7,1885,641,1688
130000,7200,8,1940,808,1880
135000,9000,8,1900,680,1854
120000,6000,7,1948,649,1832
89471,5925,7,1937,907,2038
85000,5925,6,1900,570,1711
108500,6000,4,1920,960,1920
137000,9639,8,1900,1075,2873
110500,3880,9,1945,686,1552
1.00E+05,8520,6,1923,968,1936
184900,10337,9,1910,725,2497
145000,9863,6,1927,728,2370
125000,9600,8,1925,702,2174
114000,4571,7,1910,616,1848
90000,13600,5,1900,662,2999
144100,8398,8,1910,926,2576
117500,9900,4,1880,1008,3218
124500,3600,7,1930,687,2045
185000,13500,8,1879,819,3273
133900,7200,6,1910,1214,3505
152000,5400,7,1926,1149,2765
153500,8100,6,1948,1559,3118
159500,10800,8,1890,718,3272
87000,9439,5,1930,912,2160
104500,8626,6,1956,0,968
110000,11800,7,1949,0,1382
136500,6854,7,1925,756,1816
128250,8674,6,1950,910,2345
144000,8731,5,1920,915,2082
210000,8737,7,1923,1065,2700
135000,6125,7,1939,728,2002
128000,6000,6,1939,600,1832
131000,6000,6,1941,735,1953
113000,6120,7,1939,884,1768
126000,6240,5,1938,861,2270
132000,6240,8,1939,672,1994
131750,6240,7,1930,966,2392
132500,6120,6,1926,756,2037
137500,6120,8,1920,939,2452
132000,6120,8,1929,832,1686
127500,6240,6,1931,884,2251
102000,6180,5,1926,960,1946
2.00E+05,7755,8,1918,1100,3364
180500,13515,6,1919,764,2588
165000,8850,7,1920,768,2144
90000,8550,5,1926,750,2066
153575,8730,7,1915,698,2094
140000,5700,6,1929,672,2016
136000,8520,7,1916,714,3240
113000,5680,4,1901,592,1765
117000,5680,3,1901,969,2183
169500,7758,4,1931,1040,2858
139400,7449,7,1930,637,1745
202500,13200,6,1963,741,3035
127000,6882,7,1914,684,2039
141000,9000,6,1937,780,2155
212300,9780,9,1950,976,2928
161000,10320,5,1915,1138,3318
99500,4330,6,1958,808,2123
101000,7200,7,1920,530,1641
109900,4800,7,1916,1196,2392
128500,12358,6,1941,720,1574
122000,10120,4,1910,925,2814
87000,4388,7,1930,672,1512
50000,10320,1,1910,771,2141
219000,12888,8,1937,1005,3272
200500,18030,6,1946,1598,4205
126000,8160,6,1940,756,1890
108500,4484,6,1942,672,1954
130000,11235,5,1963,925,1924
158450,11235,5,1964,1420,2872
115400,14299,3,1964,1005,2010
118500,7943,5,1961,1029,2058
165000,14149,8,1964,980,2000
123000,11677,4,1966,1040,2080
129000,8400,5,1966,814,1727
125000,7094,5,1966,894,1788
108000,8978,5,1968,948,1896
119900,8425,6,1971,768,1636
115000,8665,5,1968,876,1773
134500,8398,5,1967,943,1886
127000,7742,7,1966,955,1910
129000,8724,5,1968,894,1788
143500,8197,5,1977,660,1945
129000,8169,7,1966,912,1824
187000,14175,5,1956,1240,2615
158000,16779,4,1920,671,3325
112000,25339,7,1918,816,2232
165250,6960,8,1940,680,1982
150000,11375,5,1954,967,2266
137000,13770,6,1958,1158,2334
89500,9000,7,1945,0,998
302000,115149,5,1971,1643,3467
182000,11075,5,1984,1190,2712
211000,10029,5,1988,1151,3211
216000,17541,7,1948,409,1734
130000,22692,5,1953,1073,2703
109900,17808,5,1946,484,1726
255000,12671,7,1954,1288,3710
243000,12615,7,1950,1202,3360
154000,10512,6,1954,988,2614
118000,5400,5,1958,864,1728
80000,11515,5,1958,0,943
150000,7711,3,1977,1440,2880
86000,9098,7,1920,528,1133
130000,3869,6,1984,1038,2076
125000,9280,6,1951,1342,2684
136500,11100,6,1951,1080,2560
96000,7550,5,1920,951,2313
120000,9060,6,1957,0,1340
228500,23920,5,1984,1105,2927
179900,10357,5,1990,910,2352
225000,13474,5,1990,700,2943
301000,10380,5,1986,1502,4232
238000,13125,5,1991,1104,3231
228500,11287,6,1989,807,2789
220000,9317,5,1994,779,2737
383970,9965,5,2007,1264,3960
424870,9965,5,2006,1466,4294
250000,9178,5,2007,1643,3294
360000,10481,5,2006,2140,4280
279500,10652,5,2006,1494,2988
200141,11175,5,2007,1316,2632
246500,10235,5,2007,1643,3294
276000,9588,5,2007,1482,4056
203000,8814,5,2005,1274,2548
155835,11103,5,2006,728,2184
194000,8556,5,2006,1240,2480
195400,6762,5,2007,1208,2416
217000,11750,5,2005,1546,3092
212999,8760,5,2006,1489,2989
175900,7242,5,2005,1270,2540
191000,9316,5,2005,879,2674
176432,9317,5,2006,1314,2628
277000,14364,5,1988,1157,3219
207000,8883,5,1988,929,2802
277000,159000,7,1958,1444,3588
240000,53107,5,1992,1580,3533
187500,12205,8,1966,832,2919
279000,20064,6,1976,966,2709
139500,14217,5,1994,1022,2044
126000,8775,5,1994,990,1980
177500,11249,5,1995,1200,2400
175000,10021,6,1997,635,1943
211000,9531,5,1998,794,2590
146000,8428,7,1994,990,1980
147900,16561,5,1996,1097,2194
123600,8070,5,1994,990,1980
204750,9337,5,1997,824,2610
235500,10820,5,1999,988,2861
217000,12352,5,1998,853,2606
190550,9543,5,2001,845,2535
217500,8826,5,2000,985,2827
226000,10665,5,2003,1453,2932
180000,11317,5,2003,840,2508
131000,11800,5,1974,864,1758
153500,8660,5,1976,1015,2040
160000,9720,7,1977,995,2004
134900,8982,5,1977,1040,2080
130000,16300,4,1977,876,1783
120000,9675,6,1975,864,1743
112500,7700,5,1972,882,1764
122000,10356,6,1975,969,1938
127000,7200,5,1972,864,1728
117000,7200,8,1972,385,1260
305900,10386,5,2004,2000,4000
228500,9375,5,2002,1284,3453
270000,11354,5,2000,1673,3346
192000,8749,5,2002,1459,2918
213000,8749,5,2003,979,2911
2.00E+05,8158,5,2002,860,2589
267000,16226,5,1998,1028,3480
228000,11927,5,1994,1556,3148
275000,12728,5,2001,1531,3970
211000,15295,5,1996,860,2852
285000,11248,5,2002,1626,3294
240000,10000,5,1995,1220,3310
131500,4435,5,2003,848,1696
246900,17227,5,1999,1341,2682
219500,8200,5,2003,847,2775
185000,8450,5,2003,1337,2674
179400,8145,5,2007,738,2214
213500,9245,5,2006,939,2736
179600,8500,5,2004,1422,2844
173500,8769,5,2005,1169,2359
167840,8334,5,2006,1330,2660
168675,8333,5,2006,738,2229
167000,9045,5,2005,768,2304
140000,9170,7,1965,1214,2428
118500,9825,5,1967,936,1872
110000,8308,6,1963,1088,2176
94750,10921,5,1965,960,1920
122000,16287,6,1925,901,2252
110000,8240,6,1960,1179,2358
118500,11841,5,1990,816,1632
133500,6285,6,1976,960,2004
148000,7917,7,1976,1143,2256
141000,9555,6,1979,0,2233
155000,8536,5,2006,1125,2250
157000,7024,5,2005,1090,2180
171500,7023,5,2005,734,2142
183850,39290,5,2008,5095,10190
184750,40094,5,2007,3138,7814
140000,3675,5,2005,547,1619
131750,6400,7,1959,960,1920
61500,6882,3,1955,0,1152
111000,10215,5,1954,864,1812
98500,8741,6,1946,1195,2390
79000,4270,6,1931,544,1318
108500,10042,8,1920,660,1525
110000,9450,5,1954,894,1788
112000,11767,7,1910,560,1906
125000,8172,5,1955,768,1536
79275,8172,5,1955,864,1728
119000,8190,6,1954,948,1896
2.00E+05,10896,7,1914,1440,4320
150000,10890,6,1923,1296,3888
165000,10592,7,1923,602,2104
96500,10594,5,1926,768,1557
136500,7223,5,1926,1290,2712
146500,6821,7,1921,651,1949
175000,7200,7,1937,731,2499
148500,4000,8,1930,531,1629
141500,6720,7,1921,585,2021
189950,7642,8,1918,912,2338
135000,7155,8,1926,686,2147
164000,7128,5,1941,918,2564
90350,4280,6,1913,440,1134
139000,5362,6,1910,661,1911
119750,6305,7,1938,920,1874
145000,7136,6,1946,979,2937
145000,6270,6,1949,1001,3003
238000,7230,7,1927,851,2569
153500,13108,5,1951,0,1226
239000,22420,6,1918,1370,3994
359100,12168,6,1934,965,4159
188000,7810,6,1930,930,2685
220000,11275,7,1932,854,2845
140000,6221,5,1941,728,2083
315000,10570,8,1932,853,3580
259500,7259,8,1945,1028,3348
257500,14442,7,1957,1477,3316
219500,13125,6,1940,800,2540
217000,21000,5,1953,1809,4068
201000,25485,4,1960,1560,3120
215000,21579,6,1968,1488,2976
123900,1782,6,1980,516,1561
170000,17871,5,1995,1680,3360
2.00E+05,3907,5,1988,1004,2024
198000,20693,5,1971,1696,3392
200624,32668,3,1957,2035,4550
315000,18044,5,1986,279,3005
115000,8500,7,1919,793,2310
141000,7000,7,1940,720,1935
87000,5000,6,1941,720,1523
129850,7288,7,1925,936,2537
1.00E+05,6060,5,1939,732,1855
150909,9060,6,1923,859,2687
75200,3672,7,1922,816,1632
118400,8263,5,1920,1012,2024
67000,8967,2,1920,961,2038
152000,13710,5,1950,910,2468
68104,11067,4,1939,0,640
119600,8250,6,1895,957,2948
140000,6565,6,1957,1073,2146
124900,6060,9,1930,837,1838
375000,5568,5,2006,1573,3198
235000,4750,5,2006,1573,3198
183500,12150,6,1979,1001,2300
156000,7540,6,1978,888,1800
134000,9187,5,1983,1084,2164
215000,10000,5,2002,1441,2833
245000,12864,5,2002,1409,2818
210000,9928,5,1991,1454,2932
148000,8750,6,1975,852,1770
143000,8410,6,1974,970,1996
244000,4054,6,1987,1501,3002
330000,9763,5,1998,1502,3004
170000,16905,6,1959,1350,2678
257000,19958,8,1958,585,2864
231713,8368,5,2006,1689,3378
267300,8298,5,2006,1546,3110
265900,9037,5,2006,1476,2960
239000,10991,5,2007,1571,3142
248900,10656,5,2006,1638,3284
174000,10331,7,1985,1265,2505
187500,13758,5,1990,1156,2873
204000,9303,5,1996,872,2628
180500,6718,5,2001,1267,2579
187500,9590,5,2003,868,2014
282000,11305,5,2002,1922,3844
178000,7777,5,1996,1491,2982
270000,14536,5,2002,1616,3245
279900,11800,5,2003,1122,3608
186700,35133,4,1963,1572,3144
283463,15306,5,2006,1732,3508
392000,12633,5,2006,1824,3648
281213,12665,5,2005,1094,3576
147000,8402,5,2007,1120,2240
130000,43500,5,1953,0,2034
140000,6710,5,1996,920,1856
132250,25286,5,1963,1064,2104
143000,25000,4,1967,1632,3264
168000,32463,4,1961,1249,2871
129900,4224,7,1976,1040,2100
134000,4224,5,1976,1142,2284
85500,1504,4,1972,546,1638
106500,1533,5,1970,530,1522
93900,1495,6,1970,546,1638
75000,2001,5,1970,546,1638
84500,1936,6,1970,630,1260
75190,1890,3,1976,546,1638
146800,11333,5,1976,1029,2091
153500,9129,5,1977,923,1931
188000,15957,6,1977,1244,2600
196000,33983,6,1977,1160,2836
157000,8286,7,1977,716,2148
138000,6723,7,1971,796,1592
129500,7244,7,1970,768,1536
80000,27697,3,1961,1396,3004
129500,7599,6,1982,845,1690
135000,11000,6,1976,1090,2268
124500,8314,7,1982,816,1632
139000,11625,7,1983,816,1632
93500,10712,5,1991,974,1948
124500,10447,6,1984,864,1751
149900,11027,5,1954,1178,2471
157500,10533,6,1956,1008,2032
169000,11765,5,1957,1617,3414
252000,39384,6,1957,1705,3095
192100,11727,6,1969,1851,3702
183500,8238,5,1997,813,2338
222000,13006,5,1997,964,3200
170000,13041,5,1995,781,2452
187500,13031,5,1995,691,2189
202000,9783,5,1996,821,2597
185000,11207,5,1997,802,2313
320000,19378,5,2005,1392,3854
240000,14859,5,2006,1670,3340
250000,13128,5,2005,1074,3138
239900,10463,5,2005,893,2694
309000,13751,5,2005,1700,3912
274725,23257,5,2006,868,2889
270000,13108,5,1994,2062,4749
183500,8076,6,1993,1160,2329
165600,7685,5,1993,697,2198
176500,9084,5,1998,935,2567
130000,3701,5,1987,1191,2395
239000,5306,7,1987,1064,2831
275000,6563,5,1985,1742,3484
457347,16023,5,2005,1398,4196
545224,18062,5,2006,1528,4918
356383,12292,5,2006,1094,3567
556581,16056,5,2005,1992,4860
361919,12438,5,2006,1234,3810
535000,16052,5,2006,1850,4548
401179,15922,5,2005,1390,4185
438780,13682,5,2006,1410,4355
169000,14762,6,1948,0,2267
145000,34650,5,1955,1056,2112
318000,8147,5,2005,1714,3428
319000,11302,5,2005,1814,3640
470000,18261,5,2005,1910,3910
202500,14145,7,1984,1208,2829
229000,13837,5,1988,1204,3387
235000,16659,7,1977,795,3058
190000,18800,5,1976,796,2370
169000,10464,6,1980,988,2090
241500,10400,5,1988,1845,3717
188900,10530,5,1978,945,2802
207500,10240,6,1980,1686,3372
250000,16692,5,1978,1392,4176
179900,11475,6,1975,713,2265
172000,9927,5,1976,1047,2130
294323,9512,5,2005,960,3278
184500,10530,6,1975,675,2550
153500,10140,6,1975,1056,2130
162900,10140,5,1976,832,2496
181000,10140,6,1974,1040,2349
155000,10000,6,1974,1103,2206
138800,15870,5,1969,1096,2192
116050,9353,5,1970,864,1728
88000,8125,4,1971,858,1716
97500,7200,4,1971,864,1738
190000,8773,5,2002,1487,2906
105500,2760,5,1973,525,1617
125500,2160,6,1973,765,2130
83000,1953,5,1973,483,1470
116000,1890,7,1972,494,1524
91500,1680,5,1971,672,1890
118000,1680,7,1972,672,1890
89000,1680,5,1972,483,1431
108000,1680,5,1972,525,1617
94500,1680,5,1972,483,1470
146300,4043,5,1975,1069,2138
145000,7514,7,1967,943,2330
123000,7838,5,1967,864,1764
137500,2280,7,1976,1055,2110
144000,2179,5,1976,855,2311
315000,16737,5,2004,1980,3960
412083,16387,5,2006,1738,4327
342643,16259,5,2006,1249,3845
252000,16163,5,2004,1618,3236
465000,13891,5,2006,2076,4152
293000,12228,5,2006,1721,3461
415000,14780,5,2005,1868,3736
326000,16033,5,2004,1833,3683
325300,14215,5,2005,1158,3534
309000,13418,5,2004,1117,3569
3.00E+05,13975,5,2005,1090,3296
275500,10240,5,2005,1030,3128
338500,9942,5,2005,1606,3697
345000,11924,5,2005,1175,3499
344133,12867,5,2005,1209,3462
298236,10672,5,2006,1054,3443
329900,11643,5,2005,1524,3882
360000,12378,5,2003,1896,3840
281000,11065,5,2006,1085,3055
372397,13758,5,2005,1792,3584
378000,14828,5,2004,1780,3560
374000,11846,5,2003,1792,3584
437154,20431,5,2005,1848,4576
275000,10927,5,2005,1058,2962
279000,13215,5,2004,1420,3334
185850,7052,5,2005,1364,2728
282500,5911,5,2005,1560,3125
202500,6955,5,2005,1368,2736
202665,6792,5,2005,1368,2736
332200,7740,5,2006,1686,3372
310090,6373,5,2006,1666,3332
171750,3136,5,2003,1405,2810
169990,10237,5,2005,1316,2632
170440,10237,5,2005,728,2184
169985,10237,5,2006,738,2230
179665,17104,5,2006,654,2150
219210,14054,5,2006,879,2742
174190,11660,5,2006,1326,2652
172785,15578,5,2006,728,2184
258000,11631,5,2004,1052,3425
185101,9073,5,2006,738,2230
210250,3087,5,2006,1220,2584
234000,3196,5,2003,1374,2931
215000,3196,5,2003,1273,2729
246990,2938,5,2002,1368,2879
178740,3072,5,2004,1375,2789
225000,3072,5,2004,1365,2913
167240,3010,5,2005,1248,2496
156820,3010,5,2005,1142,2284
213490,3013,5,2005,1362,2868
264561,3982,5,2006,1520,3087
246578,4045,5,2006,1356,2856
192140,21930,5,2005,732,2570
183200,7861,5,2002,783,2292
178000,9056,5,2004,707,2121
201490,9171,5,2004,848,2446
230500,11194,5,2000,1406,3342
180000,7875,5,2003,783,2292
172400,8121,5,2000,953,2617
215000,8658,5,2000,982,2871
199900,11214,5,1998,930,2816
173000,10852,5,2000,959,2630
287602,12104,5,2006,1035,3357
230000,8738,5,1999,975,3266
348000,9452,5,1997,1396,3788
286000,9660,5,1998,1044,3020
3.00E+05,9545,5,2000,1160,3394
625000,35760,5,1995,1930,5557
405000,9233,5,2000,1540,4395
280000,12011,5,1998,1086,3010
258000,12090,5,1998,1141,3404
350000,10019,5,1995,1342,4068
584500,17242,5,1993,1733,5233
321000,10236,5,1994,1290,3784
290000,10120,5,1994,1165,3691
315000,12585,5,1993,1286,4085
252000,12447,5,2005,1100,3064
336820,15218,5,2006,1670,3340
423000,20896,5,2005,2077,4174
290000,10182,5,2006,1660,3320
232000,8688,5,2005,1616,3232
199000,10936,5,2006,1504,3008
198600,8640,5,2006,1278,2556
405749,13162,5,2006,2036,4676
232600,11216,5,2006,1489,2978
266000,10728,5,2006,1095,3034
186500,8125,5,2005,756,2309
200825,8125,5,2005,858,2574
197000,8125,5,2006,770,2346
185000,7200,5,2006,1262,2524
176000,7500,5,2005,1257,2523
187750,7200,5,2006,1293,2594
139500,7733,5,2005,1142,2284
186800,11024,5,2005,1400,2800
132000,13072,5,2005,1131,2262
142500,13072,5,2005,1141,2282
158000,13072,5,2004,1158,2316
184000,7800,5,2005,891,2577
184900,7632,5,2005,784,2369
187000,8304,5,1997,941,2778
175900,7153,5,1992,761,2364
248500,9370,5,1992,836,2567
172000,7175,5,1990,1398,2796
151000,7175,5,1991,1217,2434
150000,9019,5,1994,636,1956
107000,8900,4,1966,1056,2112
119900,7800,5,1965,828,1793
129500,9100,4,1962,988,1976
125000,9100,5,1963,1728,3456
119500,8927,6,1977,0,1654
144000,9240,6,1962,864,2075
151000,8471,7,1977,506,1718
126000,9308,5,1965,984,1968
116000,8450,6,1968,882,1791
133500,8638,6,1963,925,1850
120875,13052,6,1965,1024,2048
137000,13526,6,1965,935,1870
124000,8020,6,1964,912,1824
135000,6993,7,1961,912,2148
129200,8789,6,1967,912,1853
260000,14330,4,1974,1748,4394
260000,16059,5,1991,1288,3705
334000,11025,5,1992,1334,4160
310000,14541,7,1993,1338,3858
268000,13346,5,1992,1095,3390
262000,12461,5,1994,1624,3248
176400,3628,5,2004,1143,2286
197000,3316,5,2005,1247,2494
151000,3180,5,2005,600,1720
147400,2544,5,2005,600,1743
149900,2544,5,2005,600,1743
144152,3180,5,2005,600,1720
166000,2998,5,2000,756,2280
183900,3735,5,1999,691,2143
165000,2651,5,2000,673,2055
139000,4447,5,2003,530,1610
2.00E+05,8314,5,1997,569,2263
221000,7180,5,2001,1568,3136
270000,9549,5,1995,1494,2988
165000,11250,6,1977,1208,2416
214000,3760,5,1980,1235,2470
188000,3640,5,1980,1036,2072
190000,3874,5,1980,1226,2452
170000,3876,5,1978,1226,2452
385000,50271,5,1981,1842,3684
146500,13110,6,1972,1153,2346
170000,10192,6,1968,570,2490
262500,20781,7,1968,1568,3724
179900,11700,6,1968,708,2124
